#hg19.knownToEnsembl.value	hg19.kgXref.kgID	hg19.kgXref.geneSymbol	hg19.kgXref.refseq	hg19.knownToRefSeq.value
ENST00000389680	uc022bqo.2	MT-RNR1		n/a
ENST00000577443	uc021viv.1	MIR3126		NR_036073
ENST00000409829	uc002sfe.3	ANTXR1	NM_018153	NM_018153
ENST00000303714	uc002sff.3	ANTXR1	NM_053034	NM_053034
ENST00000303714	uc002sfg.3	ANTXR1	NM_032208	NM_032208
ENST00000516441	uc031rog.1	Y_RNA		n/a
ENST00000409920	uc010yqn.1	ANXA4	NM_001153	NM_001153
ENST00000394295	uc002sfr.4	ANXA4	NM_001153	NM_001153
ENST00000394295	uc002sfs.4	ANXA4	NM_001153	NM_001153
ENST00000394295	uc010yqo.2	ANXA4	NM_001153	NM_001153
ENST00000282570	uc002sfu.3	GMCL1	NM_178439	NM_178439
ENST00000244227	uc002sfv.3	SNRNP27	NM_006857	NM_006857
ENST00000244227	uc002sfw.3	SNRNP27	NM_006857	NM_006857
ENST00000264444	uc010yqp.2	MXD1	NM_001202513	NM_001202513
ENST00000264444	uc002sfy.3	MXD1	NM_002357	NM_002357
ENST00000264444	uc010yqs.2	MXD1	NM_001202514	NM_001202514
ENST00000264444	uc010yqq.2	MXD1		NM_002357
ENST00000264444	uc010yqr.2	MXD1		NM_001202514
ENST00000303577	uc002sgf.3	PCBP1	NM_006196	NM_006196
ENST00000433351	uc010fdo.3	PCYOX1	NM_016297	NM_016297
ENST00000433351	uc002sgn.4	PCYOX1	NM_016297	NM_016297
ENST00000433351	uc010yqu.2	PCYOX1	NM_016297	NM_016297
ENST00000234392	uc002shh.3	VAX2	NM_012476	NM_012476
ENST00000234396	uc002shi.1	ATP6V1B1	NM_001692	NM_001692
ENST00000234396	uc002shj.3	ATP6V1B1	NM_001692	NM_001692
ENST00000432367	uc010fdx.3	ATP6V1B1		NM_001692
ENST00000272421	uc002shk.4	ANKRD53	NM_024933	NM_024933
ENST00000272421	uc002shl.4	ANKRD53	NM_001115116	NM_001115116
ENST00000455662	uc002shp.4	NAGK	NM_017567	NM_017567
ENST00000455662	uc002shq.4	NAGK		NM_017567
ENST00000475709	uc002shr.3	NAGK		NM_017567
ENST00000498451	uc010feb.1	MPHOSPH10	NM_005791	NM_005791
ENST00000244230	uc002sht.2	MPHOSPH10	NM_005791	NM_005791
ENST00000377802	uc002shw.3	ZNF638	NM_001252613	NM_001252613
ENST00000410075	uc010fec.2	ZNF638	NM_001252613	NM_001252613
ENST00000264447	uc010yqw.1	ZNF638	NM_001252613	NM_001252613
ENST00000355812	uc002sib.1	ZNF638		NM_001252613
ENST00000264447	uc002shx.3	ZNF638	NM_014497	NM_014497
ENST00000264447	uc002shz.3	ZNF638	NM_001252613	NM_001252613
ENST00000264447	uc002shy.3	ZNF638	NM_001014972	NM_001014972
ENST00000409544	uc002sia.3	ZNF638	NM_001252612	NM_001252612
ENST00000487638	uc002sic.3	ZNF638	NM_014497	NM_014497
ENST00000483421	uc002sid.3	ZNF638		NM_001014972
ENST00000258104	uc010fei.3	DYSF	NM_001130980	NM_001130980
ENST00000258104	uc010feh.3	DYSF	NM_001130977	NM_001130977
ENST00000258104	uc002sig.4	DYSF	NM_001130976	NM_001130976
ENST00000258104	uc010yqx.2	DYSF		NM_001130978
ENST00000258104	uc010feg.3	DYSF	NM_001130979	NM_001130979
ENST00000258104	uc010fee.3	DYSF	NM_001130978	NM_001130978
ENST00000409582	uc010fef.3	DYSF	NM_001130981	NM_001130981
ENST00000258104	uc002sie.3	DYSF	NM_003494	NM_003494
ENST00000409651	uc010feo.3	DYSF	NM_001130982	NM_001130982
ENST00000409744	uc010fej.3	DYSF	NM_001130984	NM_001130984
ENST00000394120	uc010fel.3	DYSF	NM_001130986	NM_001130986
ENST00000409366	uc010fem.3	DYSF	NM_001130983	NM_001130983
ENST00000410020	uc010fen.3	DYSF	NM_001130987	NM_001130987
ENST00000394120	uc002sif.3	DYSF	NM_001130455	NM_001130455
ENST00000410041	uc010fek.3	DYSF	NM_001130985	NM_001130985
ENST00000479049	uc010yqy.2	DYSF	NM_001130976	NM_001130976
ENST00000479049	uc010yqz.2	DYSF	NM_001130984	NM_001130984
ENST00000410604	uc021vjf.1	RNU2-39P		n/a
ENST00000391076	uc021vjg.1	SNORD78		n/a
ENST00000234454	uc002sik.2	SPR	NM_003124	NM_003124
ENST00000258106	uc002sin.1	EMX1	NM_004097	NM_004097
ENST00000398468	uc010yrd.2	NOTO	NM_001134462	NM_001134462
ENST00000389501	uc002siw.2	SMYD5	NM_006062	NM_006062
ENST00000389501	uc010yre.1	SMYD5		NM_006062
ENST00000539919	uc010yrf.2	CCT7	NM_001166285	NM_001166285
ENST00000539919	uc002siz.3	CCT7	NM_006429	NM_006429
ENST00000539919	uc010yrh.2	CCT7	NM_001009570	NM_001009570
ENST00000539919	uc010yrg.2	CCT7	NM_001009570	NM_001009570
ENST00000540468	uc010yri.2	CCT7	NM_001166284	NM_001166284
ENST00000540468	uc002sja.3	CCT7	NM_001009570	NM_001009570
ENST00000517179	uc021vji.1	RNU6-111P		n/a
ENST00000423048	uc010fev.1	ALMS1		NM_015120
ENST00000409009	uc002sjg.3	ALMS1	NM_015120	NM_015120
ENST00000409009	uc002sjh.1	ALMS1	NM_015120	NM_015120
ENST00000264448	uc002sje.1	ALMS1	NM_015120	NM_015120
ENST00000264448	uc002sjf.1	ALMS1	NM_015120	NM_015120
ENST00000450720	uc010yrl.2	ALMS1P		NR_003683
ENST00000409561	uc002sjr.1	C2orf78	NM_001080474	NM_001080474
ENST00000394070	uc002sjs.3	STAMBP	NM_201647	NM_201647
ENST00000394070	uc002sju.3	STAMBP	NM_006463	NM_006463
ENST00000394070	uc002sjv.3	STAMBP	NM_213622	NM_213622
ENST00000409918	uc010fex.1	ACTG2		NM_001615
ENST00000438902	uc002sjw.3	ACTG2	NM_001615	NM_001615
ENST00000438902	uc010yrn.2	ACTG2	NM_001199893	NM_001199893
ENST00000409624	uc010fey.3	ACTG2	NM_001615	NM_001615
ENST00000264093	uc002sjx.3	DGUOK	NM_080916	NM_080916
ENST00000348222	uc002sjy.3	DGUOK	NM_080918	NM_080918
ENST00000348222	uc002sjz.3	DGUOK		NM_080918
ENST00000409262	uc010fez.3	TET3	NM_144993	NM_144993
ENST00000409262	uc002skb.5	TET3	NM_144993	NM_144993
ENST00000409262	uc031roi.1	TET3	NM_144993	NM_144993
ENST00000529783	uc002skf.3	BOLA3-AS1		NR_045637
ENST00000423477	uc002ske.3	BOLA3-AS1		NR_045636
ENST00000423477	uc002skg.3	BOLA3-AS1		NR_045634
ENST00000394053	uc002skj.3	MTHFD2		NR_027405
ENST00000394053	uc002skk.3	MTHFD2	NM_006636	NM_006636
ENST00000394053	uc010yro.2	MTHFD2		NM_006636
ENST00000394053	uc010yrp.3	MTHFD2		NM_006636
ENST00000437991	uc002skz.2	DCTN1-AS1		NR_024463
ENST00000348227	uc002slb.3	WDR54	NM_032118	NM_032118
ENST00000233331	uc002slg.3	INO80B	NM_031288	NM_031288
ENST00000233331	uc010yrr.2	INO80B	NM_031288	NM_031288
ENST00000233331	uc010yrs.2	INO80B	NM_031288	NM_031288
ENST00000452361	uc002sli.2	INO80B-WBP1	NM_031288	NM_031288
ENST00000233615	uc002slj.2	WBP1	NM_012477	NM_012477
ENST00000484744	uc002sll.2	WBP1		NM_012477
ENST00000491252	uc002sls.2	TTC31		NM_022492
ENST00000489152	uc002slt.2	TTC31	NM_022492	NM_022492
ENST00000489152	uc002slu.2	TTC31		NR_027749
ENST00000603175	uc002slx.3	LBX2-AS1		NR_024606
ENST00000233638	uc002sma.2	TLX2	NM_016170	NM_016170
ENST00000233638	uc002smb.2	TLX2	NM_016170	NM_016170
ENST00000482331	uc010ffl.3	HTRA2	NM_013247	NM_013247
ENST00000258080	uc002smi.1	HTRA2	NM_013247	NM_013247
ENST00000258080	uc002smj.1	HTRA2	NM_145074	NM_145074
ENST00000258080	uc002smk.1	HTRA2	NM_013247	NM_013247
ENST00000258080	uc002sml.1	HTRA2	NM_013247	NM_013247
ENST00000409429	uc002smr.3	DOK1	NM_001197260	NM_001197260
ENST00000233668	uc002sms.3	DOK1	NM_001381	NM_001381
ENST00000233668	uc010ffo.3	DOK1	NM_001197260	NM_001197260
ENST00000233668	uc002smt.3	DOK1		NM_001381
ENST00000233668	uc002smu.3	DOK1		NM_001381
ENST00000233668	uc010yrz.2	DOK1	NM_001197260	NM_001197260
ENST00000233668	uc002smw.1	DOK1		NM_001197260
ENST00000357877	uc010ysb.2	SEMA4F		NR_073399
ENST00000357877	uc021vjn.2	SEMA4F	NM_004263	NM_004263
ENST00000357877	uc002sna.2	SEMA4F	NM_004263	NM_004263
ENST00000357877	uc010ffq.2	SEMA4F	NM_001271662	NM_001271662
ENST00000357877	uc002snb.2	SEMA4F		NR_073399
ENST00000357877	uc010ffr.2	SEMA4F	NM_001271661	NM_001271661
ENST00000357877	uc002snc.2	SEMA4F	NM_001271661	NM_001271661
ENST00000290573	uc002snd.3	HK2	NM_000189	NM_000189
ENST00000377469	uc002sne.1	LINC01291		n/a
ENST00000483063	uc002snf.3	POLE4	NM_019896	NM_019896
ENST00000577717	uc031rok.1	MIR5000		NR_049796
ENST00000393909	uc002snl.3	MRPL19	NM_014763	NM_014763
ENST00000363158	uc021vjp.1	5S_rRNA		n/a
ENST00000393897	uc002snw.4	REG3G	NM_198448	NM_198448
ENST00000272324	uc002snx.4	REG3G	NM_001008387	NM_001008387
ENST00000272324	uc010ffu.4	REG3G	NM_001270040	NM_001270040
ENST00000488524	uc010ffx.1	REG1A		NM_002909
ENST00000233735	uc002snz.3	REG1A	NM_002909	NM_002909
ENST00000233735	uc010ysd.2	REG1A	NM_002909	NM_002909
ENST00000466387	uc010yse.2	CTNNA2	NM_004389	NM_004389
ENST00000496558	uc010ysf.2	CTNNA2	NM_004389	NM_004389
ENST00000496558	uc010ysg.2	CTNNA2	NM_001164883	NM_001164883
ENST00000402739	uc010ysh.2	CTNNA2	NM_004389	NM_004389
ENST00000343114	uc010ysi.2	CTNNA2	NM_004389	NM_004389
ENST00000343114	uc010ysj.2	CTNNA2		NM_004389
ENST00000342938	uc021vjv.2	LOC1720		NR_033423
ENST00000538499	uc010ffz.1	FUNDC2P2		NR_003663
ENST00000476689	uc002soo.3	DNAH6		NM_001370
ENST00000476689	uc002sop.3	DNAH6		NM_001370
ENST00000602588	uc002sor.3	DNAH6		NM_001370
ENST00000237449	uc002sot.3	DNAH6		NM_001370
ENST00000389394	uc010fgb.3	DNAH6	NM_001370	NM_001370
ENST00000233143	uc002sow.1	TMSB10	NM_021103	NM_021103
ENST00000409785	uc002sox.4	KCMF1	NM_020122	NM_020122
ENST00000282111	uc002soy.3	TCF7L1	NM_031283	NM_031283
ENST00000446464	uc010fgg.2	ELMOD3		NM_001135021
ENST00000446464	uc002spf.4	ELMOD3	NM_001135021	NM_001135021
ENST00000409890	uc002spg.4	ELMOD3	NM_001135022	NM_001135022
ENST00000409890	uc002sph.4	ELMOD3	NM_001135023	NM_001135023
ENST00000446464	uc010ysn.2	ELMOD3	NM_032213	NM_032213
ENST00000446464	uc010yso.2	ELMOD3		NM_001135023
ENST00000409890	uc010ysp.2	ELMOD3		NM_001135023
ENST00000384478	uc021vjz.1	Y_RNA		n/a
ENST00000389938	uc002spo.3	SH2D6		NM_198482
ENST00000481426	uc002spp.3	SH2D6		NM_198482
ENST00000340326	uc002spq.3	SH2D6	NM_198482	NM_198482
ENST00000481412	uc010fgm.1	MAT2A		NM_005911
ENST00000409017	uc010ysr.2	MAT2A	NM_005911	NM_005911
ENST00000409017	uc010fgl.2	MAT2A	NM_005911	NM_005911
ENST00000306434	uc002spr.3	MAT2A	NM_005911	NM_005911
ENST00000263864	uc002spt.4	VAMP8	NM_003761	NM_003761
ENST00000306384	uc002spu.1	VAMP5	NM_006634	NM_006634
ENST00000441634	uc002spv.1	RNF181	NM_016494	NM_016494
ENST00000493829	uc010fgn.2	USP39	NM_001256726	NM_001256726
ENST00000459775	uc002sqb.4	USP39		NR_046347
ENST00000450066	uc010ysu.3	USP39	NM_001256727	NM_001256727
ENST00000450066	uc010ysv.3	USP39	NM_001256728	NM_001256728
ENST00000409470	uc002sqe.4	USP39	NM_001256725	NM_001256725
ENST00000323701	uc002sqg.4	USP39	NM_006590	NM_006590
ENST00000323701	uc010fgo.4	USP39	NM_001256726	NM_001256726
ENST00000489980	uc010fgp.3	GNLY	NM_012483	NM_012483
ENST00000263863	uc002sql.4	GNLY	NM_006433	NM_006433
ENST00000489980	uc010ysx.2	GNLY	NM_012483	NM_012483
ENST00000463422	uc002sqm.4	ATOH8	NM_032827	NM_032827
ENST00000306279	uc002sqn.3	ATOH8	NM_032827	NM_032827
ENST00000366278	uc021vkc.1	AC105053.3		NR_038888
ENST00000455121	uc002sqr.3	ST3GAL5-AS1		n/a
ENST00000254630	uc010ytc.1	PTCD3		NM_017952
ENST00000386037	uc010fgr.1	SNORD94		NR_004378
ENST00000254630	uc002sqw.2	PTCD3	NM_017952	NM_017952
ENST00000254630	uc002sqx.1	PTCD3		NM_017952
ENST00000337109	uc002srf.4	MRPL35	NM_145644	NM_145644
ENST00000337109	uc002srg.4	MRPL35	NM_016622	NM_016622
ENST00000312912	uc002sri.4	KDM3A	NM_018433	NM_018433
ENST00000409064	uc010ytj.2	KDM3A	NM_001146688	NM_001146688
ENST00000409064	uc010ytk.2	KDM3A	NM_018433	NM_018433
ENST00000426549	uc002sro.3	AC015971.2		n/a
ENST00000283632	uc002srr.2	RMND5A	NM_022780	NM_022780
ENST00000426186	uc010fgu.1	ANAPC1P1		NR_037931
ENST00000409776	uc010fgv.3	RGPD1	NM_001078170	NM_001078170
ENST00000559485	uc021vkh.1	RGPD1	NM_001024457	NM_001024457
ENST00000409776	uc002ssc.3	RGPD1		NM_001024457
ENST00000454465	uc002ssh.3	ANAPC1		n/a
ENST00000414584	uc002ssk.4	CYTOR		NR_024204
ENST00000419680	uc010fgy.3	CYTOR		NR_024205
ENST00000331944	uc010fgz.3	CYTOR		NR_024206
ENST00000582552	uc021vkl.1	MIR4435-1		NR_039634
ENST00000540487	uc002srs.4	RP13-511M20.1		NM_022780
ENST00000359481	uc002ssl.3	PLGLB2	NM_001032392	NM_001032392
ENST00000419482	uc002ssq.2	SMYD1		NM_198274
ENST00000419482	uc002ssr.3	SMYD1	NM_198274	NM_198274
ENST00000419482	uc002sss.3	SMYD1	NM_198274	NM_198274
ENST00000475910	uc021vkq.1	THNSL2	NM_001244676	NM_001244676
ENST00000343544	uc002ssw.4	THNSL2	NM_001244676	NM_001244676
ENST00000377254	uc002sta.4	THNSL2	NM_001244678	NM_001244678
ENST00000377254	uc010fhe.3	THNSL2	NM_001244678	NM_001244678
ENST00000324166	uc002ssy.4	THNSL2	NM_018271	NM_018271
ENST00000358591	uc021vkr.1	THNSL2	NM_018271	NM_018271
ENST00000303254	uc002stb.2	TEX37	NM_152670	NM_152670
ENST00000453008	uc002std.1	EIF2AK3-DT		n/a
ENST00000283646	uc002ste.3	RPIA	NM_144563	NM_144563
ENST00000393515	uc010fhg.4	ANKRD36BP2		NR_015424
ENST00000585278	uc021vks.1	MIR4436A		NR_039635
ENST00000390243	uc021vku.1	IGKV4-1		n/a
ENST00000603238	uc021vkw.1	IGKV3D-7		n/a
ENST00000453166	uc031rom.1	IGKV2D-28		n/a
ENST00000459161	uc021vky.1	AC027612.2		n/a
ENST00000418938	uc010fho.1	GGT8P		NR_003503
ENST00000444826	uc010yuc.2	ACTR3BP2		NR_027714
ENST00000295201	uc002stw.1	TEKT4	NM_144705	NM_144705
ENST00000468063	uc010fhr.1	TEKT4		NM_144705
ENST00000309988	uc002stx.2	MAL	NM_002371	NM_002371
ENST00000309988	uc002sty.2	MAL	NM_022439	NM_022439
ENST00000309988	uc002stz.2	MAL	NM_022438	NM_022438
ENST00000309988	uc002sua.2	MAL	NM_022440	NM_022440
ENST00000398107	uc002suf.3	ZNF2	NM_021088	NM_021088
ENST00000398107	uc002sug.3	ZNF2	NM_001017396	NM_001017396
ENST00000398107	uc010yue.2	ZNF2	NM_001017396	NM_001017396
ENST00000398107	uc010fhs.3	ZNF2	NM_001017396	NM_001017396
ENST00000317668	uc002suk.3	PROM2	NM_001165977	NM_001165977
ENST00000317620	uc002suh.2	PROM2	NM_001165978	NM_001165978
ENST00000317668	uc002sui.3	PROM2	NM_144707	NM_144707
ENST00000431567	uc002suj.3	PROM2		NM_144707
ENST00000317620	uc002sum.3	PROM2	NM_144707	NM_144707
ENST00000475491	uc002suo.1	KCNIP3		NM_013434
ENST00000295225	uc002sup.3	KCNIP3	NM_013434	NM_013434
ENST00000295225	uc002suq.3	KCNIP3	NM_001034914	NM_001034914
ENST00000233379	uc002sur.3	FAHD2A	NM_016044	NM_016044
ENST00000608013	uc002suu.2	AK055967		n/a
ENST00000272395	uc002suv.3	TRIM43	NM_138800	NM_138800
ENST00000425887	uc002suw.1	AC008268.1		n/a
ENST00000471661	uc010yuf.1	GPAT2	NM_207328	n/a
ENST00000467292	uc010fht.3	FAHD2CP		NR_003698
ENST00000432267	uc002svn.3	STARD7-AS1		NR_046322
ENST00000272402	uc002svs.3	CIAO1	NM_004804	NM_004804
ENST00000536814	uc002svx.3	ITPRIPL1	NM_001008949	NM_001008949
ENST00000536814	uc010yuk.2	ITPRIPL1	NM_001163523	NM_001163523
ENST00000361124	uc002svy.3	ITPRIPL1	NM_178495	NM_178495
ENST00000542887	uc010yul.2	ITPRIPL1	NM_001163524	NM_001163524
ENST00000477409	uc010fhu.1	NCAPH	NM_015341	NM_015341
ENST00000240423	uc010fhv.1	NCAPH	NM_015341	NM_015341
ENST00000240423	uc002svz.1	NCAPH	NM_015341	NM_015341
ENST00000240423	uc010yum.1	NCAPH	NM_015341	NM_015341
ENST00000240423	uc010yun.1	NCAPH	NM_015341	NM_015341
ENST00000357485	uc002swe.3	ARID5A	NM_212481	NM_212481
ENST00000497920	uc010yuq.2	ARID5A		NM_212481
ENST00000357485	uc002swf.3	ARID5A		NM_212481
ENST00000497920	uc002swg.3	ARID5A		NM_212481
ENST00000454558	uc031ron.1	ARID5A	NM_212481	NM_212481
ENST00000505256	uc002swr.2	FER1L5		NM_001113382
ENST00000457909	uc010fib.1	FER1L5		NM_001113382
ENST00000414152	uc010fia.3	FER1L5	NM_001113382	NM_001113382
ENST00000457909	uc002sws.4	FER1L5		NM_001113382
ENST00000457909	uc010yus.2	FER1L5	NM_001113382	NM_001113382
ENST00000583925	uc021vlj.1	MIR3127		NR_036074
ENST00000540067	uc010yuy.2	CNNM4		NM_020184
ENST00000377075	uc002swx.3	CNNM4	NM_020184	NM_020184
ENST00000305510	uc002swy.3	CNNM3	NM_017623	NM_017623
ENST00000377060	uc002swz.3	CNNM3	NM_199078	NM_199078
ENST00000452478	uc002sxn.2	ANKRD36		NM_001164315
ENST00000461153	uc021vlk.1	ANKRD36		NM_001164315
ENST00000461153	uc010yuz.1	ANKRD36		NM_001164315
ENST00000461153	uc010fic.2	ANKRD36		NM_001164315
ENST00000461153	uc002sxo.2	ANKRD36		NM_001164315
ENST00000461153	uc002sxq.2	ANKRD36		NM_001164315
ENST00000461153	uc002sxp.3	ANKRD36		NM_001164315
ENST00000421946	uc002sxr.1	ANKRD36	NM_001164315	NM_001164315
ENST00000357042	uc002sxt.1	ANKRD36		NM_001164315
ENST00000420699	uc010yva.2	ANKRD36	NM_001164315	NM_001164315
ENST00000258424	uc002sya.3	COX5B	NM_001862	NM_001862
ENST00000451384	uc002syc.3	C2orf92		NR_038386
ENST00000264972	uc002syd.1	ZAP70	NM_001079	NM_001079
ENST00000463643	uc002sye.1	ZAP70	NM_207519	NM_207519
ENST00000487283	uc002syf.1	ZAP70	NM_207519	NM_207519
ENST00000433678	uc010yvh.2	VWA3B		NM_144992
ENST00000433678	uc002syj.3	VWA3B		NM_144992
ENST00000416277	uc002syk.1	VWA3B		NM_144992
ENST00000448638	uc002syl.2	VWA3B		NM_144992
ENST00000489630	uc010fih.1	VWA3B		NM_144992
ENST00000465555	uc010fii.1	VWA3B		NM_144992
ENST00000409460	uc002sym.3	VWA3B	NM_144992	NM_144992
ENST00000432242	uc002syn.1	VWA3B		NM_144992
ENST00000477737	uc010yvi.1	VWA3B	NM_144992	NM_144992
ENST00000432242	uc002syp.1	VWA3B		NM_144992
ENST00000495571	uc002syq.1	VWA3B		NM_144992
ENST00000473149	uc002syr.1	VWA3B		NM_144992
ENST00000432242	uc002syo.3	VWA3B	NM_144992	NM_144992
ENST00000495571	uc002sys.3	VWA3B		NM_144992
ENST00000393504	uc002syt.3	CNGA3	NM_001298	NM_001298
ENST00000393504	uc002syu.3	CNGA3	NM_001079878	NM_001079878
ENST00000272602	uc010fij.3	CNGA3		NM_001298
ENST00000409540	uc010yvj.1	INPP4A	NM_001566	NM_001566
ENST00000074304	uc002syy.3	INPP4A	NM_001134224	NM_001134224
ENST00000409016	uc010yvk.2	INPP4A	NM_004027	NM_004027
ENST00000074304	uc002syx.3	INPP4A	NM_001134225	NM_001134225
ENST00000545415	uc010fik.3	INPP4A		NM_004027
ENST00000357765	uc002szc.4	UNC50	NM_014044	NM_014044
ENST00000409975	uc002szb.3	UNC50	NM_014044	NM_014044
ENST00000409347	uc010yvl.3	UNC50	NM_014044	NM_014044
ENST00000302513	uc002szk.3	C2orf15	NM_144706	NM_144706
ENST00000393474	uc002szm.4	LIPT1	NM_145198	NM_145198
ENST00000393477	uc002szn.4	LIPT1	NM_145197	NM_145197
ENST00000393473	uc002szo.4	LIPT1	NM_015929	NM_015929
ENST00000340066	uc002szp.4	LIPT1	NM_145199	NM_145199
ENST00000393473	uc002szq.4	LIPT1	NM_145199	NM_145199
ENST00000393473	uc021vln.1	LIPT1	NM_145199	NM_145199
ENST00000393473	uc021vlo.1	LIPT1	NM_001204830	NM_001204830
ENST00000410042	uc002szr.3	RP11-38C17.1	NM_145212	NM_145212
ENST00000338148	uc002szu.3	MRPL30	NM_145212	NM_145212
ENST00000338148	uc002szv.3	MRPL30	NM_145212	NM_145212
ENST00000424491	uc002szl.1	RP11-111H13.1		NR_028356
ENST00000289371	uc002tab.3	EIF5B	NM_015904	NM_015904
ENST00000289371	uc010yvq.2	EIF5B		NM_015904
ENST00000452354	uc002taj.1	LINC01104		n/a
ENST00000376865	uc002tan.1	NMS	NM_001011717	NM_001011717
ENST00000264254	uc002tao.2	PDCL3	NM_024065	NM_024065
ENST00000335681	uc002tap.1	NPAS2	NM_002518	NM_002518
ENST00000335681	uc010yvt.1	NPAS2	NM_002518	NM_002518
ENST00000335681	uc010fit.1	NPAS2		NM_002518
ENST00000264258	uc002taq.4	RPL31	NM_000993	NM_000993
ENST00000409320	uc002tar.4	RPL31	NM_001099693	NM_001099693
ENST00000409038	uc010yvu.1	RPL31	NM_001099693	NM_001099693
ENST00000409038	uc010yvv.1	RPL31	NM_001099693	NM_001099693
ENST00000409028	uc010fiu.1	RPL31	NM_001098577	NM_001098577
ENST00000610202	uc002tav.3	TBC1D8-AS1		n/a
ENST00000289382	uc002taw.4	CNOT11	NM_017546	NM_017546
ENST00000578474	uc031roo.1	MIR5696		NR_049881
ENST00000350198	uc010fiw.1	MAP4K4		NM_145687
ENST00000476609	uc002tbj.1	MAP4K4	NM_004834	NM_004834
ENST00000413150	uc002tbf.3	MAP4K4	NM_145686	NM_145686
ENST00000413150	uc002tbd.3	MAP4K4	NM_145687	NM_145687
ENST00000413150	uc002tbh.3	MAP4K4	NM_004834	NM_004834
ENST00000413150	uc010yvy.2	MAP4K4	NM_001242560	NM_001242560
ENST00000413150	uc002tbg.3	MAP4K4	NM_001242559	NM_001242559
ENST00000413150	uc002tbc.3	MAP4K4	NM_145687	NM_145687
ENST00000413150	uc002tbi.3	MAP4K4	NM_001242559	NM_001242559
ENST00000413150	uc010yvz.2	MAP4K4	NM_001242560	NM_001242560
ENST00000413150	uc002tbk.3	MAP4K4	NM_001242559	NM_001242559
ENST00000413150	uc021vlq.1	MAP4K4	NM_004834	NM_004834
ENST00000413150	uc002tbl.3	MAP4K4	NM_004834	NM_004834
ENST00000332549	uc002tbo.2	IL1R2	NM_001261419	NM_001261419
ENST00000332549	uc002tbm.3	IL1R2	NM_004633	NM_004633
ENST00000393414	uc002tbn.4	IL1R2	NM_004633	NM_004633
ENST00000332549	uc031rop.1	IL1R2		NR_048564
ENST00000410023	uc010fix.3	IL1R1	NM_000877	NM_000877
ENST00000410023	uc002tbq.3	IL1R1	NM_000877	NM_000877
ENST00000410023	uc002tbr.3	IL1R1	NM_000877	NM_000877
ENST00000264257	uc002tbs.3	IL1RL2	NM_003854	NM_003854
ENST00000264257	uc002tbt.3	IL1RL2		NM_003854
ENST00000311734	uc010ywa.2	IL1RL1	NM_003856	NM_003856
ENST00000311734	uc002tbv.3	IL1RL1	NM_003856	NM_003856
ENST00000233954	uc002tbu.1	IL1RL1	NM_016232	NM_016232
ENST00000334376	uc010ywb.1	IL18R1		NM_003855
ENST00000409599	uc002tbw.4	IL18R1	NM_003855	NM_003855
ENST00000409599	uc010fiy.3	IL18R1	NM_003855	NM_003855
ENST00000409599	uc010ywc.2	IL18R1	NM_003855	NM_003855
ENST00000409599	uc010ywd.2	IL18R1		NM_003855
ENST00000581495	uc021vlr.1	MIR4772		NR_039930
ENST00000264260	uc002tbx.3	IL18RAP	NM_003853	NM_003853
ENST00000264260	uc010fiz.3	IL18RAP		NM_003853
ENST00000295269	uc002tbz.4	SLC9A4	NM_001011552	NM_001011552
ENST00000233969	uc002tca.3	SLC9A2	NM_003048	NM_003048
ENST00000412401	uc002tcc.4	TMEM182	NM_144632	NM_144632
ENST00000412401	uc002tcd.4	TMEM182	NM_144632	NM_144632
ENST00000412401	uc010fjb.3	TMEM182	NM_144632	NM_144632
ENST00000412401	uc010ywe.3	TMEM182	NM_144632	NM_144632
ENST00000447380	uc002tch.3	LINC01102		NR_015399
ENST00000361360	uc010ywg.2	POU3F3	NM_006236	NM_006236
ENST00000258455	uc002tcn.4	MRPS9	NM_182640	NM_182640
ENST00000258456	uc002tco.1	GPR45	NM_007227	NM_007227
ENST00000258457	uc002tcs.1	C2orf49	NM_024093	NM_024093
ENST00000410049	uc010fjd.1	C2orf49		NM_024093
ENST00000233154	uc002tdg.3	NCK2	NM_003581	NM_003581
ENST00000451463	uc002tdh.3	NCK2	NM_001004722	NM_001004722
ENST00000393349	uc002tdi.3	NCK2	NM_001004720	NM_001004720
ENST00000238044	uc010fjf.3	ECRG4	NM_032411	NM_032411
ENST00000324709	uc002tdp.4	PLGLA		NR_003506
ENST00000408999	uc010ywk.2	RGPD4	NM_182588	NM_182588
ENST00000408999	uc002tdu.3	RGPD4		NM_182588
ENST00000408999	uc010ywl.2	RGPD4		NM_182588
ENST00000264047	uc002tdv.3	SLC5A7	NM_021815	NM_021815
ENST00000264047	uc010ywm.2	SLC5A7		NM_021815
ENST00000264047	uc010fjj.3	SLC5A7	NM_021815	NM_021815
ENST00000264047	uc010ywn.2	SLC5A7	NM_021815	NM_021815
ENST00000329106	uc010ywo.2	SULT1C3	NM_001008743	NM_001008743
ENST00000251481	uc010ywp.1	SULT1C2		NM_001056
ENST00000326853	uc002tdx.3	SULT1C2	NM_176825	NM_176825
ENST00000251481	uc002tdy.3	SULT1C2	NM_001056	NM_001056
ENST00000251481	uc010ywq.2	SULT1C2	NM_176825	NM_176825
ENST00000427208	uc021vlu.2	SULT1C2P1		NR_037191
ENST00000272452	uc010ywr.1	SULT1C4		NM_006588
ENST00000272452	uc002tea.1	SULT1C4	NM_006588	NM_006588
ENST00000272452	uc002teb.1	SULT1C4		NM_006588
